Order_ID,Order_Date,Origin_City,Destination_City,Route_Type,Transportation_Mode,Product_Category,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Delivery_Status,Disruption_Event,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Mitigation_Action_Taken
ORD-815930D1,9/15/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,24,0,On Time,None,0.85,9.3,2.61,4354.9,4708,Standard Shipping
ORD-A4136C87,5/28/2025,"Santos, BR","Shanghai, CN",Commodity,Air,Semiconductors,4,7,4,0,On Time,None,0.58,7,4.77,36028.74,4146,Standard Shipping
ORD-3B95EEC8,3/24/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,9,6,0,On Time,None,0.32,8.3,3.15,2999.7,4545,Standard Shipping
ORD-9805E7F7,2/20/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,26,23,0,On Time,None,0.47,6.1,3.06,318.99,434,Standard Shipping
ORD-7E9560D4,9/17/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,21,18,0,On Time,None,0.88,1,4.7,3069.1,3265,Standard Shipping
ORD-65629DB6,6/4/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,9,6,0,On Time,None,0.28,8.8,4.33,3665.28,5727,Standard Shipping
ORD-8CE88C13,11/6/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,9,7,0,On Time,None,0.61,8.1,4.26,2143.71,2663,Standard Shipping
ORD-081DBDB5,1/30/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Pharmaceuticals,28,31,28,0,On Time,None,0.81,9.2,1.63,4772.97,5274,Standard Shipping
ORD-1082BE85,8/8/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,18,0,On Time,None,0.83,3,4.24,4680.23,5115,Standard Shipping
ORD-7A7E1478,9/8/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,37,35,0,On Time,None,0.21,5.4,4.01,4437.07,7334,Standard Shipping
ORD-026B4C1B,8/23/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,12,0,On Time,None,0.53,9.8,3.13,5389.43,7045,Standard Shipping
ORD-4CD76452,1/3/2026,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,12,0,On Time,None,0.85,0.3,3.17,3256,3520,Standard Shipping
ORD-1D26955E,10/1/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,18,0,On Time,None,0.63,7.6,5.52,4805.24,5896,Standard Shipping
ORD-68FA6989,5/22/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,26,1,Late,None,0.67,5.6,3.32,5683.84,6807,Standard Shipping
ORD-53F6BF24,4/21/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,9,7,0,On Time,None,0.44,0.9,2.73,5171.76,7183,Standard Shipping
ORD-BA978AEC,7/29/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,31,28,0,On Time,None,0.57,1.2,5.25,2661.15,3390,Standard Shipping
ORD-CC9BB9AA,2/26/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,13,12,0,On Time,None,0.25,7.5,2.07,6186.88,9899,Standard Shipping
ORD-70B5FB81,6/25/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,16,0,On Time,None,0.12,2,5.85,4583.6,8185,Standard Shipping
ORD-7B44F71C,10/7/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,14,12,0,On Time,None,0.82,3.5,1.32,8796.06,9666,Standard Shipping
ORD-D1D4A21A,4/12/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,29,28,0,On Time,None,0.24,8.6,3.62,3131.62,5051,Standard Shipping
ORD-C7D4678E,12/24/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,18,0,On Time,None,0.23,0.8,2.93,5421.84,8816,Standard Shipping
ORD-BFD3F3A5,5/13/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,4,2,0,On Time,None,0.45,8.1,2.24,52977.92,6643,Standard Shipping
ORD-4641ABBD,5/27/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,20,18,0,On Time,None,0.16,1.2,3.58,5153.3,8885,Standard Shipping
ORD-CB8663CF,6/25/2025,"Santos, BR","Shanghai, CN",Commodity,Air,Semiconductors,4,7,4,0,On Time,None,0.25,3.2,3.34,26901.88,3913,Standard Shipping
ORD-7484598F,2/14/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,29,26,0,On Time,None,0.13,0.1,2.94,132.77,235,Standard Shipping
ORD-7DD29D09,8/9/2025,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,5,2,0,On Time,None,0.64,5.3,6.09,36855.72,4086,Standard Shipping
ORD-9773CCC1,5/27/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,18,0,On Time,None,0.3,0.4,2.36,5889,9060,Standard Shipping
ORD-BB32009B,6/15/2025,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,3,2,0,On Time,None,0.26,8.2,3.2,68752.53,9921,Standard Shipping
ORD-DC4C2083,5/2/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,13,12,0,On Time,None,0.42,7.8,4.58,5841.17,8227,Standard Shipping
ORD-82114643,11/20/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,8,6,0,On Time,None,0.67,6,1.12,6742.62,8075,Standard Shipping
ORD-3456C9F6,5/16/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,35,0,On Time,None,0.75,4.7,3.17,6311.38,7213,Standard Shipping
ORD-82C71BEE,5/1/2025,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,3,2,0,On Time,None,0.87,7.1,4.24,36018.07,3502,Standard Shipping
ORD-0D175782,1/18/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,4,2,0,On Time,None,0.42,1.8,3.17,40119.97,5137,Standard Shipping
ORD-4F3B8C55,12/12/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Semiconductors,7,10,7,0,On Time,None,0.32,7.3,3.49,1528.56,2316,Standard Shipping
ORD-F1C4993C,3/3/2025,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,3,2,0,On Time,None,0.3,9.1,3.62,13728,1920,Standard Shipping
ORD-BEDD95EA,1/26/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,17,0,On Time,None,0.67,4.7,4.75,7509.15,8993,Standard Shipping
ORD-9015174A,8/24/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,37,37,0,On Time,None,0.89,6.7,6.41,1788.89,1893,Standard Shipping
ORD-2E96C4C3,6/23/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,37,35,0,On Time,None,0.59,6.1,2.61,4006.8,5040,Standard Shipping
ORD-8EF0F6E1,2/6/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,36,36,0,On Time,None,0.87,7.1,2.98,9066.69,9697,Standard Shipping
ORD-1A8B37A6,10/12/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,37,35,0,On Time,None,0.28,8.7,2.1,5261.44,8221,Standard Shipping
ORD-57E6A32C,11/23/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,29,29,0,On Time,None,0.89,1.8,5.45,7799.09,8253,Standard Shipping
ORD-E122B125,2/28/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,18,0,On Time,None,0.83,9.5,2.93,999.18,1092,Standard Shipping
ORD-2F51B91E,3/15/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,None,0.6,0.5,1.87,6676,8345,Standard Shipping
ORD-AFC580BF,12/30/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,37,34,0,On Time,None,0.83,5.5,4.35,1592.1,1740,Standard Shipping
ORD-9C1DC26A,6/15/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,30,29,0,On Time,None,0.87,0.4,3.4,4023.31,4303,Standard Shipping
ORD-184BDD29,8/6/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,11,0,On Time,None,0.22,8.4,3.51,2805.39,4599,Standard Shipping
ORD-EAE341C4,11/14/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,29,28,0,On Time,None,0.89,6.5,5.9,8382.15,8870,Standard Shipping
ORD-FA6A4BF8,5/3/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Pharmaceuticals,7,8,7,0,On Time,None,0.61,3.6,2.83,7837.48,9736,Standard Shipping
ORD-26420179,12/3/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Pharmaceuticals,12,15,12,0,On Time,None,0.68,8.8,3.35,7852.32,9348,Standard Shipping
ORD-CFCB7940,9/12/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,12,0,On Time,None,0.21,2.4,2.54,2926.99,4838,Standard Shipping
ORD-DEFE32AE,4/26/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,28,0,On Time,None,0.16,0.7,4.6,3059.5,5275,Standard Shipping
ORD-D257E22F,7/12/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,5,3,0,On Time,None,0.43,8.6,3.04,11600.88,1475,Standard Shipping
ORD-66327B3B,2/1/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,27,0,On Time,None,0.67,1.2,5.6,812.45,973,Standard Shipping
ORD-BD07B0A0,2/4/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,30,29,0,On Time,None,0.31,8.2,4.31,1344.72,2053,Standard Shipping
ORD-811DA6B1,1/3/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,15,11,0,On Time,None,0.29,4.5,3.96,2619.35,4061,Standard Shipping
ORD-7B4351A2,1/9/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,15,11,0,On Time,None,0.39,0.4,3.35,3466.66,4988,Standard Shipping
ORD-240BB565,2/18/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,12,0,On Time,None,0.56,3.9,5.55,6523.92,8364,Standard Shipping
ORD-07F3756E,3/17/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,27,25,0,On Time,None,0.26,2.7,2.39,5138.28,8156,Standard Shipping
ORD-08128771,10/4/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,37,35,0,On Time,None,0.6,10,4.99,1751.2,2189,Standard Shipping
ORD-F034BC7F,4/3/2025,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,4,19,15,Late,Geopolitical Conflict (Route Diversion),0.41,7.6,4.37,145080.53,7795,Expedited Air Freight
ORD-6ABFA865,10/20/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,13,12,0,On Time,None,0.54,7.2,4.46,6792.17,8821,Standard Shipping
ORD-EEF9C85B,7/4/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Semiconductors,35,37,35,0,On Time,None,0.88,1.7,4.42,4785.54,5091,Standard Shipping
ORD-89CC9DD6,6/29/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,18,0,On Time,None,0.36,3.4,1.98,5811.96,8547,Standard Shipping
ORD-34AE8E70,9/26/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,38,35,0,On Time,None,0.6,7.2,5.4,4608.8,5761,Standard Shipping
ORD-62956574,9/29/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,4,4,0,On Time,None,0.13,1.8,2.73,57532.25,9257,Standard Shipping
ORD-1110FF25,7/21/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,14,12,0,On Time,None,0.29,5.6,4.22,1644.75,2550,Standard Shipping
ORD-5410B150,9/15/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,18,0,On Time,None,0.26,6.4,3.61,1566.18,2486,Standard Shipping
ORD-DD756AB7,8/13/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,13,11,0,On Time,None,0.71,1.6,2.59,7136.68,8347,Standard Shipping
ORD-918C866F,1/25/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,18,0,On Time,None,0.86,3,5.16,7186.11,7727,Standard Shipping
ORD-A457D888,5/10/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,31,28,0,On Time,None,0.86,8.5,1.53,1229.46,1322,Standard Shipping
ORD-8191B0CD,1/28/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,None,0.19,3.3,5.06,3264.76,5487,Standard Shipping
ORD-FDA00916,5/31/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,37,35,0,On Time,None,0.26,6.6,3.61,5663.07,8989,Standard Shipping
ORD-F14F6D9D,11/9/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,25,24,0,On Time,None,0.61,5,1.58,6471.39,8039,Standard Shipping
ORD-55402E44,9/29/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,13,12,0,On Time,None,0.3,1.6,3.36,1214.2,1868,Standard Shipping
ORD-A32F7481,3/13/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,19,5,Late,Port Congestion,0.51,5.8,4.17,2866.89,3452,Standard Shipping
ORD-00EAA611,11/27/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,31,29,0,On Time,None,0.71,0.7,3.74,7901.05,9241,Standard Shipping
ORD-01A0C695,6/2/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,4,3,0,On Time,None,0.64,3.4,4.91,74532.26,8263,Standard Shipping
ORD-3D15A673,12/5/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,29,28,0,On Time,None,0.33,0.1,3.62,1210.97,1821,Standard Shipping
ORD-8064F018,6/6/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,38,35,0,On Time,None,0.78,1.7,4.76,2854.23,3207,Standard Shipping
ORD-8B5DBDF4,10/12/2025,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,4,3,0,On Time,None,0.23,7.3,3.15,10106.91,1494,Standard Shipping
ORD-FD712CF4,10/18/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,9,5,0,On Time,None,0.6,7.2,5.17,7316,9145,Standard Shipping
ORD-DF03E6B9,5/15/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,37,35,0,On Time,None,0.67,0.1,0.65,2969.26,3556,Standard Shipping
ORD-DC50E424,7/9/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,29,44,15,Late,Geopolitical Conflict (Route Diversion),0.73,1.6,3.45,7117.9,5143,Re-routing
ORD-F217A122,6/26/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,8,7,0,On Time,None,0.67,6.9,4.77,6637.41,7949,Standard Shipping
ORD-6E5F2661,5/31/2025,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,6,4,0,On Time,None,0.74,4.9,1.18,38519.25,4025,Standard Shipping
ORD-69C00305,1/22/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,11,2,Late,Port Congestion,0.82,1.1,2.96,5632.63,5627,Standard Shipping
ORD-5858AEF6,6/17/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,18,0,On Time,None,0.58,9.9,1.89,2030.3,2570,Standard Shipping
ORD-7980171E,10/19/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,13,12,0,On Time,None,0.16,0.4,4.42,3225.38,5561,Standard Shipping
ORD-3AE0C00A,5/6/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,37,34,0,On Time,None,0.14,3.1,3.99,4267.59,7487,Standard Shipping
ORD-C78AC88E,2/23/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,20,18,0,On Time,None,0.32,4.1,5.2,2052.6,3110,Standard Shipping
ORD-E68F737C,11/10/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,19,0,On Time,None,0.71,0.4,3.45,8325.99,9738,Standard Shipping
ORD-C9739809,11/26/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Semiconductors,24,27,24,0,On Time,None,0.24,8,4.78,491.04,792,Standard Shipping
ORD-86171B32,7/17/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Semiconductors,24,27,38,11,Late,Geopolitical Conflict (Route Diversion),0.39,6.8,3.1,14611.68,8760,Expedited Air Freight
ORD-5471FD62,11/27/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,36,35,0,On Time,None,0.18,4.2,4.48,4193.72,7108,Standard Shipping
ORD-7F27FCC4,12/25/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,31,29,0,On Time,None,0.19,2.4,3.04,729.47,1226,Standard Shipping
ORD-DCE2B248,10/30/2025,"Santos, BR","Shanghai, CN",Commodity,Air,Semiconductors,4,6,4,0,On Time,None,0.55,8.9,3.3,19701.28,2311,Standard Shipping
ORD-7F2BE8BC,10/12/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,25,36,11,Late,Geopolitical Conflict (Route Diversion),0.83,0.2,4.36,10291.92,7030,Re-routing
ORD-F6CBAEA0,7/4/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,18,0,On Time,None,0.78,4.2,3.94,5422.77,6093,Standard Shipping
ORD-741EFED0,6/14/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,27,36,9,Late,Geopolitical Conflict (Route Diversion),0.12,2.2,1.89,2595.71,2897,Re-routing
ORD-B389DAB8,8/30/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,30,29,0,On Time,None,0.71,9.3,3.28,8534.61,9982,Standard Shipping
ORD-82DEEF83,5/6/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,41,16,Late,Geopolitical Conflict (Route Diversion),0.48,0.4,3.51,5135.01,4337,Re-routing
ORD-F99F8507,7/30/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,15,12,0,On Time,None,0.86,6.5,2.66,8770.83,9431,Standard Shipping
ORD-BD4793B5,12/11/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,6,0,On Time,None,0.46,4.1,3.93,4062.45,5565,Standard Shipping
ORD-6AE29616,12/30/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,30,28,0,On Time,None,0.44,2.7,4.26,5468.4,7595,Standard Shipping
ORD-5B6D5FA8,3/13/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,18,0,On Time,None,0.81,2,4.42,1178.31,1302,Standard Shipping
ORD-CAC7ADAF,4/19/2025,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,3,2,0,On Time,None,0.32,8.2,4.08,42369.36,5836,Standard Shipping
ORD-06E66768,1/12/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,5,3,0,On Time,None,0.86,2.2,3.04,90249.06,8822,Standard Shipping
ORD-B45697D5,3/15/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,38,36,0,On Time,None,0.85,3.2,5.52,4531.57,4899,Standard Shipping
ORD-8D64A249,11/16/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,25,39,14,Late,Geopolitical Conflict (Route Diversion),0.63,1.1,4.21,11350.02,8704,Re-routing
ORD-A6056199,11/30/2025,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,4,2,0,On Time,None,0.47,1.3,4.17,24060.96,2976,Standard Shipping
ORD-5C6C1CBF,6/15/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,24,0,On Time,None,0.14,6.7,3.15,1774.98,3114,Standard Shipping
ORD-10307950,7/31/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,5,3,0,On Time,None,0.61,9.7,5.38,37306.11,4213,Standard Shipping
ORD-2762C0DC,6/3/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,6,3,0,On Time,None,0.12,7.9,1.24,646.8,105,Standard Shipping
ORD-C80DE717,4/2/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,31,45,14,Late,Geopolitical Conflict (Route Diversion),0.6,4.1,3.84,10497.28,8201,Re-routing
ORD-02F57514,8/13/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,30,28,0,On Time,None,0.85,8.6,2.79,337.62,365,Standard Shipping
ORD-AE2D02E3,3/5/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,23,3,Late,Port Congestion,0.8,9.8,1.27,8685.27,8773,Standard Shipping
ORD-2A90BAEC,10/4/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,27,24,0,On Time,None,0.88,3,5.6,624.16,664,Standard Shipping
ORD-0F77EEED,7/12/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,12,0,On Time,None,0.73,3.4,4.16,6529.89,7549,Standard Shipping
ORD-D6068D37,6/14/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,25,24,0,On Time,None,0.8,3.6,0.95,3167.1,3519,Standard Shipping
ORD-B1179A92,5/1/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,27,25,0,On Time,None,0.88,9.2,3.4,7349.86,7819,Standard Shipping
ORD-925E7290,6/21/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,10,7,0,On Time,None,0.77,1.2,4.54,7510.99,8487,Standard Shipping
ORD-8023FC50,5/5/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,25,24,0,On Time,None,0.51,9.8,3.5,3605.12,4775,Standard Shipping
ORD-F0F1FB70,4/2/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,5,5,0,On Time,None,0.41,4.1,3.99,19418.52,2504,Standard Shipping
ORD-D778B575,5/16/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,26,23,0,On Time,None,0.3,0.9,4.91,4499.95,6923,Standard Shipping
ORD-95A341E8,6/10/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Pharmaceuticals,28,29,29,0,On Time,None,0.14,8.7,2.67,1349.76,2368,Standard Shipping
ORD-C8E4543A,5/15/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Semiconductors,7,10,7,0,On Time,None,0.38,8.4,3.37,4541.58,6582,Standard Shipping
ORD-99468E72,12/5/2024,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,5,3,0,On Time,None,0.89,3.6,4.68,21382.52,2057,Standard Shipping
ORD-F5BDD609,5/30/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,15,11,0,On Time,None,0.66,9.7,3.35,6485.62,7814,Standard Shipping
ORD-899BE640,12/2/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,4,13,9,Late,Geopolitical Conflict (Route Diversion),0.54,8.5,2.12,63525,3125,Expedited Air Freight
ORD-6AB8ABF7,12/1/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,6,3,0,On Time,None,0.14,5.7,3.94,58712.28,9364,Standard Shipping
ORD-03AD3779,1/27/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,8,7,0,On Time,None,0.78,6.6,2.5,2132.44,2396,Standard Shipping
ORD-6CDED926,3/3/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,30,28,0,On Time,None,0.52,7.2,4.19,4120.72,5422,Standard Shipping
ORD-9E3F4F24,4/25/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,18,0,On Time,None,0.75,8.6,2.83,1530.38,1749,Standard Shipping
ORD-D5AC773C,5/21/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,25,24,0,On Time,None,0.72,6.9,2.98,7852.66,9131,Standard Shipping
ORD-4B4844D4,11/29/2025,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,7,5,0,On Time,None,0.38,0.3,1.1,8576.7,1130,Standard Shipping
ORD-C828902E,12/13/2025,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,5,8,3,Late,Port Congestion,0.71,2.8,3.29,21818.66,1406,Expedited Air Freight
ORD-6266B1CA,5/10/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,4,3,0,On Time,None,0.69,5.9,4.14,33620.01,3617,Standard Shipping
ORD-4A6C9960,9/8/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,19,17,0,On Time,None,0.62,8.1,3.42,3135.51,3871,Standard Shipping
ORD-215A256F,7/30/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,30,28,0,On Time,None,0.59,4.8,3.88,6623.14,8331,Standard Shipping
ORD-297B964A,8/14/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,38,35,0,On Time,None,0.66,5.9,4.44,6344.52,7644,Standard Shipping
ORD-10261A56,7/31/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,4,8,4,Late,Severe Weather (Typhoon/Storm),0.41,4,2.88,107554.09,7705,Expedited Air Freight
ORD-B0CEC33B,10/13/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,30,42,12,Late,Geopolitical Conflict (Route Diversion),0.73,9.3,4.31,11750.16,8490,Re-routing
ORD-12AC6A17,11/8/2024,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,6,4,0,On Time,None,0.7,1.4,2.03,83617.05,8943,Standard Shipping
ORD-9185C602,1/11/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,19,0,On Time,None,0.22,9,3.76,5670.56,9296,Standard Shipping
